Geo Point;Geo Shape;Código;Nombre;Categoria;Actividad;Dirección;Teléfono;Pagina web
4.66785823400005,-74.07552032799991;"{""coordinates"": [-74.07552032799991, 4.66785823400005], ""type"": ""Point""}";07260555;Liceo Val;7;26;Cll. 71 C No. 51-31;2251109 / 2401331;liceoval.edu.co
4.677108652000071,-74.10562020599991;"{""coordinates"": [-74.10562020599991, 4.677108652000071], ""type"": ""Point""}";07260562;Centro de Educación Media Margarita Bosco;7;26;AC 63 No. 73A-44;4361457 / 4385927;
4.721200184000054,-74.1129085629999;"{""coordinates"": [-74.1129085629999, 4.721200184000054], ""type"": ""Point""}";07260572;Centro Educativo Integral Colsubsidio - CEIC;7;26;Cll. 83 No. 110-58;4316427 / 4319454 / 4318973;
4.705032546000041,-74.1304675049999;"{""coordinates"": [-74.1304675049999, 4.705032546000041], ""type"": ""Point""}";07260573;Instituto Mayor de Occidente;7;26;Cll. 67A No. 111-23;5400607 / 5436966 / 5438063;
4.684927414000071,-74.13945235699993;"{""coordinates"": [-74.13945235699993, 4.684927414000071], ""type"": ""Point""}";07260578;Liceo Antonio Ricaurte;7;26;Cll. 23H Bis No. 104B-79;2672258;
4.6350309780000885,-74.14616815799991;"{""coordinates"": [-74.14616815799991, 4.6350309780000885], ""type"": ""Point""}";07260585;Centro Educativo San Luis Gonzaga Fe y Alegría;7;26;Tr. 78C No. 6D-49;2927071;
4.643061431000091,-74.13846111799995;"{""coordinates"": [-74.13846111799995, 4.643061431000091], ""type"": ""Point""}";07260586;Liceo Mayor Andino;7;26;DG 10B No. 78-04;4111928 / 4003363;www.liceomayorandino.com
4.629378917000054,-74.0712471089999;"{""coordinates"": [-74.0712471089999, 4.629378917000054], ""type"": ""Point""}";07260589;Colegio Champagnat;7;26;Cr. 17 No. 39B-51;3403440;www.colegiochampagnat.edu.co/?
4.651031303000082,-74.07508736699992;"{""coordinates"": [-74.07508736699992, 4.651031303000082], ""type"": ""Point""}";07260595;Colegio de Nuestra Señora del Pilar;7;26;Cll. 62 No. 27A-12;2493046 / 2353487;www.colpilar.edu.co
4.655607958000076,-74.06179389399995;"{""coordinates"": [-74.06179389399995, 4.655607958000076], ""type"": ""Point""}";07260606;Colegio de Nuestra Señora de la Consolación;7;26;Cll. 70 No. 12-55;2490154 / 2120658;www.colconsolacion.edu.co
4.659314022000046,-74.05598238399995;"{""coordinates"": [-74.05598238399995, 4.659314022000046], ""type"": ""Point""}";07260612;Gimnasio Moderno;7;26;Cr. 9 No. 74-99;2484648;www.gimnasiomoderno.edu.co
4.694709895000074,-74.0265506579999;"{""coordinates"": [-74.0265506579999, 4.694709895000074], ""type"": ""Point""}";07260618;Gimnasio de Los Cerros;7;26;Cll. 119 No. 4-48;6576000;www.loscerros.edu.co/
4.765119562000052,-74.02890926099991;"{""coordinates"": [-74.02890926099991, 4.765119562000052], ""type"": ""Point""}";07260630;Colegio del Sagrado Corazón de María;7;26;Cr. 7 B No. 188-35;5280885 / 6696582 / 6732165;
4.761070114000063,-74.03071420299995;"{""coordinates"": [-74.03071420299995, 4.761070114000063], ""type"": ""Point""}";07260635;Gimnasio La Arboleda;7;26;Cr. 8 C No. 184-23;5269669 /  6690107;www.gimnasiolaarboleda.edu.co/
4.72720072900006,-74.0237998369999;"{""coordinates"": [-74.0237998369999, 4.72720072900006], ""type"": ""Point""}";07260650;Colegio Grecolatino Bachillerato Diurno y Nocturno;7;26;Cll. 153 No. 6-33;6696288 / 5898493;
4.750633479000044,-74.05835608599995;"{""coordinates"": [-74.05835608599995, 4.750633479000044], ""type"": ""Point""}";07260652;Colegio Alfonso Jaramillo;7;26;Cr. 58 No. 167-20;6720303 / 6711308;
4.7484924220000835,-74.05228350899995;"{""coordinates"": [-74.05228350899995, 4.7484924220000835], ""type"": ""Point""}";07260653;Gimnasio Generación del Futuro;7;26;Cll. 167 No. 51 A-75;6086600;
4.560090078000087,-74.14433709899993;"{""coordinates"": [-74.14433709899993, 4.560090078000087], ""type"": ""Point""}";07260718;Colegio Psicopedagógico La Acacia Ltda.;7;26;Tr.19B Bis No. 63-22 Sur;7654517 / 7661126;
4.678799926000067,-74.09306568499994;"{""coordinates"": [-74.09306568499994, 4.678799926000067], ""type"": ""Point""}";07260737;Gimnasio Tundama;7;26;Cr. 69I No. 68-29;2400001 / 2257507 / 2240001 / 2257807;www.gimnasiotundama.edu.co
4.715232446000073,-74.14269017899994;"{""coordinates"": [-74.14269017899994, 4.715232446000073], ""type"": ""Point""}";07260742;Colegio Rembrandt;7;26;Cr. 123 No. 63 L-43;4337199 / 44339309;
4.568424055000094,-74.1711947569999;"{""coordinates"": [-74.1711947569999, 4.568424055000094], ""type"": ""Point""}";07260759;Instituto Cerros del Sur Ices;7;26;Cll. 81 Sur No. 42-09;7172495;
4.748518576000038,-74.04100959399995;"{""coordinates"": [-74.04100959399995, 4.748518576000038], ""type"": ""Point""}";07260770;Colegio de La Presentación Sans Facon;7;26;Cll. 170 No. 37-55;6711198 / 6714912;
4.606161700000087,-74.08148914399993;"{""coordinates"": [-74.08148914399993, 4.606161700000087], ""type"": ""Point""}";07260785;Instituto Técnico Central;7;26;Cll. 13 No. 16-74;3427657;
4.5886084920000485,-74.09757957699992;"{""coordinates"": [-74.09757957699992, 4.5886084920000485], ""type"": ""Point""}";07260788;Colegio Adventista Emmanuel;7;26;Av. 12 Sur No. 18-13;2463405 / 2891562;
4.553501200000085,-74.13970267699995;"{""coordinates"": [-74.13970267699995, 4.553501200000085], ""type"": ""Point""}";07260792;Colegio Rómulo Gallegos;7;26;Cr. 17D No. 64B-31 Sur / Cll. 63 Sur No. 17A-30;7654823 / 7905362;
4.598231609000037,-74.12976066399995;"{""coordinates"": [-74.12976066399995, 4.598231609000037], ""type"": ""Point""}";07260794;Colegio Parroquial Santa Isabel de Hungría;7;26;Cr. 51B No. 39-17 Sur;2304975;
4.618178257000068,-74.15486007499993;"{""coordinates"": [-74.15486007499993, 4.618178257000068], ""type"": ""Point""}";07260809;Colegio Cooperativo Justiniano Quiñónez Angulo;7;26;Cll. 40F Sur No. 77A-11;2730771/ 4032034;http://www.colegiomilitarjqa.edu.co
4.764633109000044,-74.0252657219999;"{""coordinates"": [-74.0252657219999, 4.764633109000044], ""type"": ""Point""}";07260829;Colegio Don Bosco III;7;26;CR 4 No. 187D-09;6799342;
4.531208907000064,-74.11455414599993;"{""coordinates"": [-74.11455414599993, 4.531208907000064], ""type"": ""Point""}";07260845;Colegio La Salle Juan Luis Londoño;7;26;CR 1C ESTE  No. 66A-20 SUR;7730500 / 7629773;
4.737492882000083,-74.0505055349999;"{""coordinates"": [-74.0505055349999, 4.737492882000083], ""type"": ""Point""}";07260848;Colegio del Sagrado Corazón de Jesús Bethlemitas;7;26;CL 153 45 53;;www.bethlemitasbogota.edu.co
4.381777840000041,-74.15556489599993;"{""coordinates"": [-74.15556489599993, 4.381777840000041], ""type"": ""Point""}";07260858;Colegio Distrital Rural El Hato;7;26;KM 14 VIA SAN JUAN SUMAPAZ;6392385;
4.3913141920000385,-74.17635931199993;"{""coordinates"": [-74.17635931199993, 4.3913141920000385], ""type"": ""Point""}";07260861;Colegio Distrital Rural Las Mercedes;7;26;KM 17 VIA USME SAN JUAN SUMAPAZ;;
4.681420226000057,-74.13340800899994;"{""coordinates"": [-74.13340800899994, 4.681420226000057], ""type"": ""Point""}";07260874;Colegio Parroquial San José de Fontibón;7;26;KR 100 24 60;4133127 / 2670452;
4.624222725000038,-74.08396618699993;"{""coordinates"": [-74.08396618699993, 4.624222725000038], ""type"": ""Point""}";03100011;Centro de Convenciones G12;3;10;KR 30 23 37;7562112;http://www.g12centrodeconvenciones.com/
4.666839100000061,-74.0557140489999;"{""coordinates"": [-74.0557140489999, 4.666839100000061], ""type"": ""Point""}";01030113;Hotel Ghl Hamilton Court;1;3;KR 14 81 20;6215455;
4.601682360000041,-74.06996941699992;"{""coordinates"": [-74.06996941699992, 4.601682360000041], ""type"": ""Point""}";01030135;Hotel Lima;1;3;KR 4 16 65;3348334;
4.65516763800008,-74.07069140999994;"{""coordinates"": [-74.07069140999994, 4.65516763800008], ""type"": ""Point""}";01030142;Hotel Lourdes Ejecutivo;1;3;CL 63 F 22 23;4803834;
4.603723873000092,-74.07300448799992;"{""coordinates"": [-74.07300448799992, 4.603723873000092], ""type"": ""Point""}";01030152;Hotel Monserrate;1;3;CL 17 7 71;3375300;
4.674628415000086,-74.14567129999995;"{""coordinates"": [-74.14567129999995, 4.674628415000086], ""type"": ""Point""}";01030158;Hotel Puerto López Jgb;1;3;KR 102 17A 69;5442435;
4.632680521000054,-74.0904856489999;"{""coordinates"": [-74.0904856489999, 4.632680521000054], ""type"": ""Point""}";01030161;Hotel Quinta Real D.C;1;3;KR 40 24D 23;2683711;
4.6009805890000735,-74.07175251799991;"{""coordinates"": [-74.07175251799991, 4.6009805890000735], ""type"": ""Point""}";01030165;Hotel Regina;1;3;KR 5 15 16;3345135;
4.631622074000063,-74.0936306129999;"{""coordinates"": [-74.0936306129999, 4.631622074000063], ""type"": ""Point""}";01030168;Hotel Salitre Royal;1;3;AV LA ESPERANZA 40 71;8051408;
4.597051836000048,-74.12620579999991;"{""coordinates"": [-74.12620579999991, 4.597051836000048], ""type"": ""Point""}";05150014;Iglesia de Jesucristo de los Santos de los Últimos Días;5;15;AK 50 37A 89 SUR;;https://www.lds.org/?lang=spa?
4.584883996000087,-74.13893426899993;"{""coordinates"": [-74.13893426899993, 4.584883996000087], ""type"": ""Point""}";05150024;Iglesia de Nuestra Señora del Rosario de Fátima;5;15;DG 50 SUR 35 01;;
4.600877732000072,-74.0751794709999;"{""coordinates"": [-74.0751794709999, 4.600877732000072], ""type"": ""Point""}";06210100;Registraduría Distrital del Estado Civil;6;21;KR 8 12B 31;2847585;
4.613235097000086,-74.07225111699995;"{""coordinates"": [-74.07225111699995, 4.613235097000086], ""type"": ""Point""}";06210102;Superintendencia de Notariado y Registro;6;21;CL 26 13 49 Interior 201;;www.supernotariado.gov.co/?
4.661420792000058,-74.12668797499992;"{""coordinates"": [-74.12668797499992, 4.661420792000058], ""type"": ""Point""}";06210112;Centro de Control Empresa de Acueducto y Alcantarillado de Bogotá;6;21;AC 22 80A 81;;www.acueducto.com.co
4.638175647000082,-74.09234745899994;"{""coordinates"": [-74.09234745899994, 4.638175647000082], ""type"": ""Point""}";06210116;Radio Televisión Nacional de Colombia - RTVC;6;21;AC 26 45 30;;www.sistemasenalcolombia.gov.co
4.6719986550000385,-74.04321133799994;"{""coordinates"": [-74.04321133799994, 4.6719986550000385], ""type"": ""Point""}";06230008;Embajada de Rumania;6;23;KR 7 92 58 OF 101;;http://bogota.mae.ro/
4.6723743590000595,-74.04479311599994;"{""coordinates"": [-74.04479311599994, 4.6723743590000595], ""type"": ""Point""}";06230009;Embajada de Panamá;6;23;CL 92 7A 40;;www.empacol.org
4.657118066000066,-74.05593312899992;"{""coordinates"": [-74.05593312899992, 4.657118066000066], ""type"": ""Point""}";01030189;Jw Marriot Bogotá;1;3;CL 73 8 60;4816000;espanol.marriott.com/JW-Marriott?
4.660183240000038,-74.0596051839999;"{""coordinates"": [-74.0596051839999, 4.660183240000038], ""type"": ""Point""}";01030201;Royal Park Metrotel;1;3;CL 74 13 27;3254445;www.hotelesroyal.com
4.642675026000063,-74.07344006699992;"{""coordinates"": [-74.07344006699992, 4.642675026000063], ""type"": ""Point""}";01030205;Suite Inn Galerías;1;3;KR 23 53A 43;2171327;
4.644459651000091,-74.0696232759999;"{""coordinates"": [-74.0696232759999, 4.644459651000091], ""type"": ""Point""}";01030207;Suites Ejecutivas Calle 57 Inn;1;3;CL 57 18 25;3458099;
4.679210248000061,-74.05319937699993;"{""coordinates"": [-74.05319937699993, 4.679210248000061], ""type"": ""Point""}";01030217;Viaggio Nueve Trez;1;3;KR 18 93A 60;7449999;
4.699759178000079,-74.05442387299989;"{""coordinates"": [-74.05442387299989, 4.699759178000079], ""type"": ""Point""}";01020165;Tienda Locatel;1;2;AK 45 116 34 LC 2;6195858;www.locatelcolombia.com
4.723790742000062,-74.04591048399993;"{""coordinates"": [-74.04591048399993, 4.723790742000062], ""type"": ""Point""}";01020181;Tienda Panamericana;1;2;AK 19 140 46;;www.panamericana.com.co
4.585787215000039,-74.10172942999992;"{""coordinates"": [-74.10172942999992, 4.585787215000039], ""type"": ""Point""}";01020186;Tienda Panamericana;1;2;KR 19 17 51 SUR;;www.panamericana.com.co
4.644097698000053,-74.10163217599995;"{""coordinates"": [-74.10163217599995, 4.644097698000053], ""type"": ""Point""}";01020201;Tienda Farmatodo;1;2;DG 22B 59 60;7432100;www.farmatodo.com.co
4.5946229160000485,-74.15684819799992;"{""coordinates"": [-74.15684819799992, 4.5946229160000485], ""type"": ""Point""}";01020204;Mercados Cooratiendas;1;2;;;
4.813104961000079,-74.06560987299991;"{""coordinates"": [-74.06560987299991, 4.813104961000079], ""type"": ""Point""}";02060001;Aeropuerto Guaymaral;2;6;;;
4.698573832000079,-74.14299003299993;"{""coordinates"": [-74.14299003299993, 4.698573832000079], ""type"": ""Point""}";02060002;Aeropuerto Internacional Eldorado;2;6;;;http://www.elnuevodorado.com/
4.616368246000093,-74.0840969219999;"{""coordinates"": [-74.0840969219999, 4.616368246000093], ""type"": ""Point""}";06210003;Plaza de Mercado de Paloquemao;6;21;AC 19 25 02/04;7426664;www.plazadepaloquemao.com
4.709579181000038,-74.11053974199989;"{""coordinates"": [-74.11053974199989, 4.709579181000038], ""type"": ""Point""}";02050003;Portal de La 80;2;5;;;www.transmilenio.gov.co
4.629497639000078,-74.1730682349999;"{""coordinates"": [-74.1730682349999, 4.629497639000078], ""type"": ""Point""}";02050005;Portal Américas;2;5;;;www.transmilenio.gov.co
4.597146633000079,-74.16931423599993;"{""coordinates"": [-74.16931423599993, 4.597146633000079], ""type"": ""Point""}";02050007;Portal Del Sur;2;5;;;www.transmilenio.gov.co
4.508524603000069,-74.11804581599995;"{""coordinates"": [-74.11804581599995, 4.508524603000069], ""type"": ""Point""}";03070011;Parque Valles de Cafam;3;7;;;
4.71495520600007,-74.08503502499991;"{""coordinates"": [-74.08503502499991, 4.71495520600007], ""type"": ""Point""}";03070013;Parque Del Indio o de Las Cometas;3;7;;;
4.576906299000086,-74.16800981199992;"{""coordinates"": [-74.16800981199992, 4.576906299000086], ""type"": ""Point""}";03070016;Parque Sierra Morena;3;7;;;
4.597883150000087,-74.09827332499992;"{""coordinates"": [-74.09827332499992, 4.597883150000087], ""type"": ""Point""}";03070049;Parque Santa Isabel;3;7;;;
4.755527335000068,-74.06309988399994;"{""coordinates"": [-74.06309988399994, 4.755527335000068], ""type"": ""Point""}";03070053;Parque San José de Bavaria;3;7;;;
4.692285102000084,-74.08971070099994;"{""coordinates"": [-74.08971070099994, 4.692285102000084], ""type"": ""Point""}";03070059;Parque Bonanza;3;7;;;
4.624844057000075,-74.16170042199991;"{""coordinates"": [-74.16170042199991, 4.624844057000075], ""type"": ""Point""}";03070064;Parque Cayetano Cañizares;3;7;;;
4.607631623000088,-74.19296112399991;"{""coordinates"": [-74.19296112399991, 4.607631623000088], ""type"": ""Point""}";03070066;Parque Naranjos;3;7;;;
4.5549827670000695,-74.0868847279999;"{""coordinates"": [-74.0868847279999, 4.5549827670000695], ""type"": ""Point""}";03070075;Parque San Vicente;3;7;;;
4.651124646000085,-74.05283279599989;"{""coordinates"": [-74.05283279599989, 4.651124646000085], ""type"": ""Point""}";03070083;Parque Gustavo Uribe Botero;3;7;;;
4.582090003000076,-74.09093995099994;"{""coordinates"": [-74.09093995099994, 4.582090003000076], ""type"": ""Point""}";03070088;Parque Ciudad Jardín;3;7;;;
4.65321693800007,-74.06189886699991;"{""coordinates"": [-74.06189886699991, 4.65321693800007], ""type"": ""Point""}";03120001;Teatro Ástor Plaza;3;12;CL 67 11 58;<Null>;www.astorplaza.com
4.64030000200006,-74.06192530099992;"{""coordinates"": [-74.06192530099992, 4.64030000200006], ""type"": ""Point""}";03120011;Teatro La Baranda;3;12;KR 6 54 04;;www.teatrolabaranda.com/
4.685122568000054,-74.03630212799993;"{""coordinates"": [-74.03630212799993, 4.685122568000054], ""type"": ""Point""}";03120018;Teatro Patria;3;12;KR 7 105 95;2147973;
4.644398856000066,-74.0688219079999;"{""coordinates"": [-74.0688219079999, 4.644398856000066], ""type"": ""Point""}";03120023;Teatro Santafé;3;12;CL 57 17 13;2121091;www.teatrosantafe.com/?
4.679261761000078,-74.04469097599991;"{""coordinates"": [-74.04469097599991, 4.679261761000078], ""type"": ""Point""}";03130005;BodyTech;3;13;CL 96 10 54;7442222;www.bodytech.com.co/?
4.690796852000062,-74.06306339399993;"{""coordinates"": [-74.06306339399993, 4.690796852000062], ""type"": ""Point""}";03130010;BodyTech;3;13;TV 38 101 A 37;7442222;www.bodytech.com.co/?
4.657444190000092,-74.10646836199993;"{""coordinates"": [-74.10646836199993, 4.657444190000092], ""type"": ""Point""}";03130011;BodyTech;3;13;AC 26 68D 61;7442222;www.bodytech.com.co/?
4.665129663000072,-74.0471346779999;"{""coordinates"": [-74.0471346779999, 4.665129663000072], ""type"": ""Point""}";03130012;BodyTech;3;13;CL 85 7 13;7442222;www.bodytech.com.co/?
4.670461946000045,-74.08902095299993;"{""coordinates"": [-74.08902095299993, 4.670461946000045], ""type"": ""Point""}";03080036;Cici Aquaparque;3;8;;;http://www.ciciaquapark.com.co/
4.60701418900004,-74.06753678899992;"{""coordinates"": [-74.06753678899992, 4.60701418900004], ""type"": ""Point""}";05170010;Biblioteca-Auditorio Universidad Jorge Tadeo Loza;5;17;KR 4 22 61;;www.utadeo.edu.co
4.632764917000088,-74.2008685909999;"{""coordinates"": [-74.2008685909999, 4.632764917000088], ""type"": ""Point""}";05170018;Biblioteca Pública de Bosa;5;17;CR 97C 69A-08 SUR;3790166;www.biblored.edu.co
4.741219845000046,-74.08472663599991;"{""coordinates"": [-74.08472663599991, 4.741219845000046], ""type"": ""Point""}";05170020;Biblioteca Pública de Suba Francisco José de Caldas;5;17;CR 92 146C-24;6824271;www.biblored.edu.co
4.636633871000072,-74.09116379099993;"{""coordinates"": [-74.09116379099993, 4.636633871000072], ""type"": ""Point""}";05170021;Hemeroteca Nacional Universitaria;5;17;AC 26 44A 40;3165000;
4.625566020000065,-74.06562874699993;"{""coordinates"": [-74.06562874699993, 4.625566020000065], ""type"": ""Point""}";05180016;Escultura Rita;5;18;;;
4.601635010000052,-74.0676233719999;"{""coordinates"": [-74.0676233719999, 4.601635010000052], ""type"": ""Point""}";05180019;Estatua La Pola;5;18;;;
4.60042954000005,-74.0726993099999;"{""coordinates"": [-74.0726993099999, 4.60042954000005], ""type"": ""Point""}";05190004;Museo del Cobre;5;19;;2436109;
4.591602223000052,-74.09119751999992;"{""coordinates"": [-74.09119751999992, 4.591602223000052], ""type"": ""Point""}";05190015;Museo de Artes Graficas;5;19;KR 14B 0 56 SUR;;
4.610269825000046,-74.06925699599992;"{""coordinates"": [-74.06925699599992, 4.610269825000046], ""type"": ""Point""}";05190016;Museo de Arte Moderno;5;19;AC 26 6 01;;
4.597004248000076,-74.07352707199993;"{""coordinates"": [-74.07352707199993, 4.597004248000076], ""type"": ""Point""}";05190034;Museo Casa de Moneda;5;19;CL 11 4 93;;
